# OFAC SDN list — name	program
# source: https://www.treasury.gov/ofac/downloads/sdn.csv (US Treasury, public domain)
# fetched: 2026-09-24
# refresh: node scripts/fetch-reference.ts
GHADIRIAN, Hamid Reza	NPWMD] [IFSR
SHIVA'I, Ahmad Asghari	NPWMD] [IFSR
LOUKA, Husam Muhammad	PAARSSR-EO13894
NPP PT OKEANOS, AO	CYBER2
IVANOVA, Elena Nikolaevna	CYBER2
ZANIN, Vladislav Yuryevich	CYBER2
KUCHUMOVA, Nadezhda Leonidovna	CYBER2
ESMA'ILPUR, Asghar	NPWMD] [IFSR
GHOLAMI, Mohammad	NPWMD] [IFSR
SHANGHAI CISHUN FINE CHEMICAL CO, LTD.	ILLICIT-DRUGS-EO14059
KUZIN, Aleksandr Yuryevich	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
SYTII, Dmitry Sergeevich	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
ADEL ABAD PRISON	CAATSA - IRAN
ORUMIYEH PRISON	CAATSA - IRAN
VAKILABAD PRISON	CAATSA - IRAN
SADATI, Seyyed Mahmoud	CAATSA - IRAN
SOLTANI, Mohammad	CAATSA - IRAN
BRANCH 1 OF THE SHIRAZ REVOLUTIONARY COURT	CAATSA - IRAN
GHANNADI MARAGHEH, Mohammad	NPWMD] [IFSR
IBRAHIM, Nasreen Hussein	PAARSSR-EO13894
IBRAHIM, Rana Hussein	PAARSSR-EO13894
JEDID, Milad	PAARSSR-EO13894
RODRIGUEZ LOPEZ-CALLEJA, Luis Alberto	CUBA
KULYK, Konstantin	ELECTION-EO13848
DUBINSKY, Oleksandr	ELECTION-EO13848
KOREA CHOLSAN GENERAL TRADING CORPORATION	DPRK3
MOKRAN LLC	DPRK3
ISMAIL, Ghassan Jaoudat	PAARSSR-EO13894
AL-ALI, Nasr	PAARSSR-EO13894
STATE RESEARCH CENTER OF THE RUSSIAN FEDERATION FGUP CENTRAL SCIENTIFIC RESEARCH INSTITUTE OF CHEMISTRY AND MECHANICS	CAATSA - RUSSIA
DELIGHT SHIPPING COMPANY LIMITED	IFCA
GRACIOUS SHIPPING COMPANY LIMITED	IFCA
NOBLE SHIPPING COMPANY LIMITED	IFCA
SUPREME SHIPPING COMPANY LIMITED	IFCA
REACH HOLDING GROUP SHANGHAI CO., LTD.	IFCA
REACH SHIPPING LINES HONG KONG CO., LIMITED	IFCA
CHEN, Eric	IFCA
HE, Daniel Y.	IFCA
TALIB, Ahmed Luqman	SDGT
TALIB AND SONS PTY LTD	SDGT
ELEMENTO SOLUTIONS LIMITED	VENEZUELA-EO13850
MORVARID PETROCHEMICAL	IRAN-EO13846
ARYA SASOL POLYMER	IRAN-EO13846
JIAXIANG ENERGY HOLDING PTE. LTD.	IRAN-EO13846
BINRIN LIMITED	IRAN-EO13846
ELFO ENERGY HOLDING LIMITED	IRAN-EO13846
GLORY ADVANCED LIMITED	IRAN-EO13846
SIBSHUR LIMITED	IRAN-EO13846
JANE SHANG CO., LIMITED	IRAN-EO13846
KHITI, Amer Taysir	PAARSSR-EO13894
KHITI HOLDING GROUP	PAARSSR-EO13894
KHAN, Abid Ali	TCO
ABID ALI KHAN TRANSNATIONAL CRIMINAL ORGANIZATION	TCO
GUL, Redi Hussein Khal	TCO
KARIM, Shakeel	TCO
WARAICH, Choudry Ikram	TCO
RODRIGUEZ SERRANO, Lucio	SDNTK
MASJEDI, Iraj	SDGT] [IRGC] [IFSR
CENTRAL PUBLIC PROSECUTORS OFFICE	DPRK2
BIN AHMED RUSHDI AL-QATIRJI, Hussam	SDGT
ARFADA PETROLEUM PRIVATE JOINT STOCK COMPANY	PAARSSR-EO13894
SALLIZAR SHIPPING SAL	PAARSSR-EO13894
AL-RESAFA REFINERY COMPANY PRIVATE JSC	PAARSSR-EO13894
COASTAL REFINERY COMPANY PRIVATE JSC	PAARSSR-EO13894
ISLAMIC RADIO AND TELEVISION UNION	ELECTION-EO13848
INTERNATIONAL UNION OF VIRTUAL MEDIA	ELECTION-EO13848
BAYAN RASANEH GOSTAR INSTITUTE	ELECTION-EO13848
QAOUK, Nabil	SDGT
AL-BAGHDADI, Hassan	SDGT
BAKHTAR COMMERCIAL COMPANY	IRAN-EO13846
KAVIAN PETROCHEMICAL COMPANY	IRAN-EO13846
STRAIT SHIPBROKERS PTE. LTD.	IRAN-EO13846
WEI, Lin Na	IRAN-EO13846
BASRAI, Murtuza Mustafamunir	IRAN-EO13846
ARANI, Hossein Firouzi	IRAN-EO13846
OLADI, Ramezan	IRAN-EO13846
RUSTOM, Saqr	PAARSSR-EO13894
AL-FAYYADH, Falih	GLOMAG
BASSIL, Gibran	GLOMAG
MOLINA LOPEZ, Eugenio Dario	ILLICIT-DRUGS-EO14059
ZAPATA GARZON, Jhon Fredy	SDNTK
ZAPATA GARZON, Tatiana Marguerid	SDNTK
CORREA SALAS, Euclides	SDNTK
MURILLO PALACIOS, Einer	SDNTK
LAS INGENIERIAS S.A.S.	SDNTK
FRESNO HOME S.A.S.	SDNTK
DISTRIECOR S.A.S.	SDNTK
MULTIOPERACIONES DE OCCIDENTE S.A.S.	SDNTK
HODA TRADING	NPWMD] [IFSR
PROMA INDUSTRY CO., LTD.	NPWMD] [IFSR
SOLTANMOHAMMADI, Mohammad	NPWMD] [IFSR
DES INTERNATIONAL CO., LTD.	NPWMD] [IFSR
NAZ TECHNOLOGY CO., LTD.	NPWMD] [IFSR
SUN, Shih Mei	NPWMD] [IFSR
ARTIN SANA'AT TABAAN COMPANY	NPWMD] [IFSR
BANIHASHEMI, Mohammad	NPWMD] [IFSR
HUANG, Chin-Hua	NPWMD] [IFSR
SHERMAN, Harry Varney Gboto-Nambi	GLOMAG
ISLAMIC REVOLUTION MOSTAZAFAN FOUNDATION	IRAN-EO13876
BORGHEI, Amir-Mansour	IRAN-EO13876
IRAN ELECTRONIC DEVELOPMENT COMPANY	IRAN-EO13876
GHANA'AT, Javad	IRAN-EO13876
MOKHTARI, Khosro	IRAN-EO13876
SINA ENERGY DEVELOPMENT COMPANY	IRAN-EO13876
SINA PAYA SANAT DEVELOPMENT CO.	IRAN-EO13876
ESKANDARI, Mohammad	IRAN-EO13876
ALIKHANI, Mohsen	IRAN-EO13876
IMANI, Seyyed Zia	IRAN-EO13876
SANATI DOODEH FAM CO.	IRAN-EO13876
RAH NEGAR PARS MIDDLE EAST COMPANY	IRAN-EO13876
KAVEH PARS MINING INDUSTRIES DEVELOPMENT COMPANY	IRAN-EO13876
OJI, Javad	IRAN-EO13876
PEYVAND TEJARAT ATIEH IRANIAN COMPANY	IRAN-EO13876
ATABAK, Seyyed Mohammad	IRAN-EO13876
SHISHEH VA GAS INDUSTRIES GROUP	IRAN-EO13876
SINA FINANCIAL AND INVESTMENT HOLDING COMPANY	IRAN-EO13876
DAMAVAND MINING	IRAN-EO13876
TEHRAN CEMENT COMPANY	IRAN-EO13876
SINA PORT AND MARINE SERVICES DEVELOPMENT COMPANY	IRAN-EO13876
IRAN TIRE MANUFACTURING COMPANY	IRAN-EO13876
BEHRAN OIL CO.	IRAN-EO13876
TEHRAN INTERNATIONAL TRANSPORT CO	IRAN-EO13876
NORTH WOOD INDUSTRY COMPANY	IRAN-EO13876
KAVEH KHOZESTAN ALUMINUM COMPANY	IRAN-EO13876
OMRAN VA MASKAN IRAN COMPANY	IRAN-EO13876
SINA TILE AND CERAMIC INDUSTRIES COMPANY	IRAN-EO13876
SINA CURRENCY EXCHANGE COMPANY	IRAN-EO13876
INTERNATIONAL TRADE AND INDUSTRIAL TECHNOLOGY ITRITEC GMBH	IRAN-EO13876
BONYAD SHIPPING AGENCIES COMPANY	IRAN-EO13876
PARS TILE COMPANY	IRAN-EO13876
SELKBAF CO	IRAN-EO13876
ALIAF COMPANY	IRAN-EO13876
BOSCO GILAN	IRAN-EO13876
SOMIC ENGINEERING AND MANAGEMENT CO	IRAN-EO13876
BONYAD EASTERN RAILWAY COMPANY	IRAN-EO13876
HEJAB TEXTILE COMPANY	IRAN-EO13876
PISHGAMAN HORIZON DEVELOPMENT IRANIAN BUSINESS TRADING COMPANY	IRAN-EO13876
SINA RAIL PARS COMPANY	IRAN-EO13876
PARSIAN TOURISM AND RECREATIONAL CENTERS COMPANY	IRAN-EO13876
PAYANDAN COMPANY	IRAN-EO13876
COAL TAR REFINING COMPANY	IRAN-EO13876
PAYA SAMAN PARS	IRAN-EO13876
PISHRO IRAN FINANCIAL AND INVESTMENT COMPANY	IRAN-EO13876
PARS ENERGY-GOSTAR DRILLING AND EXPLORATION	IRAN-EO13876
PARS SARRALLE COMPANY	IRAN-EO13876
NORTH DRILLING COMPANY	IRAN-EO13876
TALOON COMPANY	IRAN-EO13876
RAMAN COMPANY	IRAN-EO13876
DAY COMPANY	IRAN-EO13876
MELLI SAKHTEMAN COMPANY	IRAN-EO13876
BEH TAM RAVANKAR	IRAN-EO13876
BEHRAN TRADING COMPANY	IRAN-EO13876
TABCHEM CHEMICAL INDUSTRIES CO.	IRAN-EO13876
TURIRA COMPANY	IRAN-EO13876
KAVEH SHARGH STEEL CO.	IRAN-EO13876
ARVAND KAVEH STEEL CO.	IRAN-EO13876
EX-CLE SOLUCIONES BIOMETRICAS C.A.	VENEZUELA
ALAVI, Mahmoud	IRAN-HR
SAN AGUSTIN, Guillermo Carlos	VENEZUELA
MACHADO REQUENA, Marcos Javier	VENEZUELA
MOHAMED, Abdullahi Osman	SDGT
AYMAN, Maalim	SDGT
SOUTH ROUHINA STEEL COMPLEX	IRAN-EO13871
MASOUTI, Mohammed Hammam Mohammed Adnan	PAARSSR-EO13894
SOURAN COMPANY	PAARSSR-EO13894
LIA COMPANY	PAARSSR-EO13894
POLYMEDICS LLC	PAARSSR-EO13894
CEIEC	VENEZUELA
ASTREIKA, Alyaksandr Vyachaslavavich	BELARUS
SECONDEYE SOLUTION	CYBER2] [ELECTION-EO13848
RAZA, Mohsin	CYBER2] [ELECTION-EO13848
RAZA, Mujtaba Ali	CYBER2] [ELECTION-EO13848
THE OXYTECH	CYBER2] [ELECTION-EO13848
LIKE WISE	CYBER2] [ELECTION-EO13848
FRESH AIR FARM HOUSE	CYBER2] [ELECTION-EO13848
MKSOFTTECH	CYBER2] [ELECTION-EO13848
AHMED, Shahzad	CYBER2] [ELECTION-EO13848
IBRAHIM, Osama Al Kuni	LIBYA3
IRLU, Hasan	SDGT] [IRGC] [IFSR
KAZAKEVICH, Henadz Arkadzievich	BELARUS
MAIN INTERNAL AFFAIRS DIRECTORATE OF THE MINSK CITY EXECUTIVE COMMITTEE	BELARUS
MINSK SPECIAL PURPOSE POLICE UNIT	BELARUS
FIDES SHIP MANAGEMENT LLC	VENEZUELA-EO13850
RAZA, Syed Ali	CYBER2] [ELECTION-EO13848
HAYAT, Muhammad Khizar	CYBER2] [ELECTION-EO13848
HASNAIN, Syed Johar	CYBER2] [ELECTION-EO13848
SHAHID MEISAMI GROUP	NPWMD] [IFSR
BABRI, Mehran	NPWMD] [IFSR
CHERIZIER, Jimmy	GLOMAG
DUPLAN, Joseph Pierre Richard	GLOMAG
MONCHERY, Fednel	GLOMAG
AGUILAR GARCIA, Marvin Ramiro	NICARAGUA
GUTIERREZ MERCADO, Walmaro Antonio	NICARAGUA
DOMINGUEZ ALVAREZ, Fidel De Jesus	NICARAGUA
KURCHALOI DISTRICT OF THE CHECHEN REPUBLIC BRANCH OF THE MINISTRY OF INTERNAL AFFAIRS OF THE RUSSIAN FEDERATION	MAGNIT
KHUTAEV, Khusein Merlovich	MAGNIT
SALAMOV, Nurid Denilbekovich	MAGNIT
AKHMATOV, Dzhabrail Alkhazurovich	MAGNIT
ABSOLUTE CHAMPIONSHIP AKHMAT	GLOMAG
MATRAIMOV, Raimbek	GLOMAG
AKHMAT MMA	GLOMAG
FC AKHMAT GROZNY	GLOMAG
AKHMAT KADYROV FOUNDATION	GLOMAG] [RUSSIA-EO14024
WORLD HONGMEN HISTORY AND CULTURE ASSOCIATION	GLOMAG
USMAYEV, Vakhit	GLOMAG
MEGASTROYINVEST LTD	GLOMAG
CHECHEN MINERAL WATERS LTD	GLOMAG
KOI, Wan Kuok	GLOMAG
DUGAZAEV, Timur	GLOMAG
PALAU CHINA HUNG-MUN CULTURAL ASSOCIATION	GLOMAG
DONGMEI INVESTMENT GROUP CO., LIMITED	GLOMAG
SABSABI, Ziyad	GLOMAG
MARTYNOV, Daniil Vasilievich	GLOMAG
AL-QIZANI, Ashraf	SDGT
AL-KHAIWANI, Abdul Hakim	GLOMAG
ZABIN, Sultan	YEMEN] [GLOMAG
AL-MUSTAFA INTERNATIONAL UNIVERSITY	SDGT] [IFSR
AL-SHAMI, Abdul Qader	GLOMAG
CENTRAL ELECTION COMMISSION OF THE REPUBLIC OF BELARUS	BELARUS] [BELARUS-EO14038
MURAJ, Yousef Ali	SDGT] [IRGC] [IFSR
KAVE COFFEE S.A.	CUBA
FINANCIERA CIMEX S.A	CUBA
GRUPO DE ADMINISTRACION EMPRESARIAL S.A.	CUBA] [CUBA-EO14404
DONGHAI INTERNATIONAL SHIP MANAGEMENT LTD	IRAN-EO13846
PETROCHEM SOUTH EAST LTD	IRAN-EO13846
ALPHA TECH TRADING FZE	IRAN-EO13846
PETROLIANCE TRADING FZE	IRAN-EO13846
BASERI, Mohammad	IRAN-HR
KHAZAI, Ahmad	IRAN-HR
SARAYA AL-MUKHTAR	SDGT
AL-MARRANI, Motlaq Amer	GLOMAG
JARFAN, Abdul Rahab	GLOMAG
AL-AMER FOR MANUFACTURE OF CONCRETE AND FLAGSTONE	PAARSSR-EO13894
AL-AMER FOR MANUFACTURE OF PLASTIC	PAARSSR-EO13894
AL-LAYTH ALZAHABE TRANSPORTATION AND SHIPPING SERVICES	PAARSSR-EO13894
AL-AMER DEVELOPMENT AND REAL ESTATE INVESTMENT	PAARSSR-EO13894
GOOD LAND COMPANY	PAARSSR-EO13894
CORNIELLES RUIZ, Lorena Carolina	VENEZUELA
TORRES ESPINOZA, Ramon Antonio	VENEZUELA
YIGIT, Faruk	CAATSA - RUSSIA
GENCOGLU, Serhat	CAATSA - RUSSIA
DENIZ, Mustafa Alper	CAATSA - RUSSIA
KGB ALPHA	BELARUS
27TH SCIENTIFIC CENTER	NPWMD] [RUSSIA-EO14024
STATE SCIENTIFIC RESEARCH INSTITUTE OF ORGANIC CHEMISTRY AND TECHNOLOGY	NPWMD
33RD SCIENTIFIC RESEARCH AND TESTING INSTITUTE	NPWMD] [RUSSIA-EO14024
MOULHEM, Kifah	PAARSSR-EO13894
AL-AKHRAS, Fawaz	PAARSSR-EO13894
AL-AKHRAS, Sahar Otri	PAARSSR-EO13894
AL-AKHRAS, Firas	PAARSSR-EO13894
AL-AKHRAS, Eyad	PAARSSR-EO13894
KHAZAR STEEL CO.	IRAN-EO13871
PASARGAD STEEL COMPLEX	IRAN-EO13871
VIAN STEEL COMPLEX	IRAN-EO13871
KAIFENG PINGMEI NEW CARBON MATERIALS TECHNOLOGY CO., LTD.	IFCA] [IRAN-EO13871
YAZD INDUSTRIAL CONSTRUCTIONAL STEEL ROLLING MILL	IRAN-EO13871
WEST ALBORZ STEEL COMPLEX	IRAN-EO13871
ESFARAYEN INDUSTRIAL COMPLEX	IRAN-EO13871
BONAB STEEL INDUSTRY COMPLEX	IRAN-EO13871
GILAN STEEL COMPLEX	IRAN-EO13871
SIRJAN IRANIAN STEEL	IRAN-EO13871
ZARAND IRANIAN STEEL COMPANY	IRAN-EO13871
MIDDLE EAST MINES AND MINERAL INDUSTRIES DEVELOPMENT HOLDING COMPANY	IRAN-EO13871
GMI PROJECTS HAMBURG GMBH	IRAN-EO13871
GMI PROJECTS LTD	IRAN-EO13871
WORLD MINING INDUSTRY COMPANY LTD	IRAN-EO13871
SAJDEH, Majid	IFCA
KVT-RUS	CAATSA - RUSSIA] [RUSSIA-EO14024] [PEESA-EO14039
FIONA	CAATSA - RUSSIA] [RUSSIA-EO14024] [PEESA-EO14039
ASTAN QUDS RAZAVI	IRAN-EO13876
MARVI, Ahmad	IRAN-EO13876
QUDS RAZAVI HOUSING AND CONSTRUCTION CO.	IRAN-EO13876
QUDS RAZAVI MINES CO.	IRAN-EO13876
QUDS RAZAVI TRADITIONAL TILE CO.	IRAN-EO13876
RAZAVI BROKERAGE FIRM	IRAN-EO13876
RAZAVI ECONOMIC ORGANIZATION	IRAN-EO13876
RAZAVI OIL AND GAS DEVELOPMENT CO.	IRAN-EO13876
SHAHAB KHODRO CO.	IRAN-EO13876
IRAN COMBINE MANUFACTURING CO.	IRAN-EO13876
RAZAVI INFORMATION AND COMMUNICATION TECHNOLOGY CO.	IRAN-EO13876
RAZAVI SUPPLY CHAIN MANAGEMENT CO.	IRAN-EO13876
MOFIDRAHBAR AUDIT FIRM	IRAN-EO13876
TADBIR DRILLING DEVELOPMENT COMPANY	IRAN-EO13876
BALIAR	VENEZUELA-EO13850
ERA-MEDIA TOV	ELECTION-EO13848
NABULEAKS	ELECTION-EO13848
ZHURAVEL, Petro Anatoliyovich	ELECTION-EO13848
KOVALCHUK, Dmytro Volodymyrovych	ELECTION-EO13848
TERENTIEV, Vladimir Nikolaevich	UKRAINE-EO13660
ABADAN POWER GENERATION COMPANY	IRAN-EO13876
IRAN MOBIN ELECTRONIC DEVELOPMENT COMPANY	IRAN-EO13876
TELIZHENKO, Andrii	ELECTION-EO13848
BARKAT VENTURES	IRAN-EO13876
ONYSHCHENKO, Oleksandr	ELECTION-EO13848
MOKHBER, Mohammad	IRAN-EO13876
INFORMATSIYNE AGENSTVO ONLI N'YUZ TOV	ELECTION-EO13848
SKEPTIK TOV	ELECTION-EO13848
ABBATAY, Muhammad	SDGT
AL-'ARIF, Sultan Yusuf Hasan	SDGT
AHMED, Isma'il Fu'ad Rasul	SDGT
AL-SHAKHAN, Fuad Ahmad Nuri Ali	SDGT
SHARIF, Niamat Hama Rahim Hama	SDGT
SIMONENKO, Anton Oleksandrovych	ELECTION-EO13848
YIP, Chuen Fat	ILLICIT-DRUGS-EO14059
JOINT-STOCK COMPANY THE BERKAKIT-TOMMOT-YAKUTSK RAILWAY LINE'S CONSTRUCTION DIRECTORATE	UKRAINE-EO13685
MUSA, Yahya al-Sayyid Ibrahim	SDGT
AL-SAMAHI, Alaa Ali Ali Mohammed	SDGT
KHIABANI, Mohammad Reza Modarres	IFCA
ACCENTURE BUILDING MATERIALS	IFCA
AZIMIAN, Hamidreza	IFCA
IRAN TRANSFO CO.	IFCA
ZANGAN DISTRIBUTION TRANSFORMER CO	IFCA
JIANGYIN MASCOT SPECIAL STEEL CO., LTD	IFCA
MINISTRY OF INTERIOR OF CUBA	GLOMAG] [CUBA-EO14404
ALVAREZ CASAS, Lazaro Alberto	GLOMAG
MENDIVIL FIGUEROA, Efrain	SDNTK
MUSHNIKOVA, Natalia Evgenievna	MAGNIT
DALE TOURS, S.A. DE C.V.	SDNTK
CHACON MIRANDA, Alejandro	SDNTK
CITY PLAZA, SOCIEDAD ANOMINA DE CAPITAL VARIABLE	SDNTK
MOXING CARTOON	DPRK3
ABOUZAID EL BAYEH, Juan Manuel	SDNTK
YARIN, Andrei Veniaminovich	UKRAINE-EO13661
KIRIYENKO, Sergei Vladilenovich	UKRAINE-EO13661] [RUSSIA-EO14024
KRIVORUCHKO, Aleksei Yurievich	UKRAINE-EO13661] [RUSSIA-EO14024
POPOV, Pavel Anatolievich	UKRAINE-EO13661
BORTNIKOV, Alexander Vasilievich	NPWMD] [UKRAINE-EO13661] [RUSSIA-EO14024
WIN, Sein	BURMA-EO14014
HTUT, Soe	BURMA-EO14014
AUNG, Ye	BURMA-EO14014
OO, Mya Tun	BURMA-EO14014
SAN, Tin Aung	BURMA-EO14014
OO, Ye Win	BURMA-EO14014
MYANMAR RUBY ENTERPRISE	BURMA-EO14014
MYANMAR IMPERIAL JADE CO., LTD.	BURMA-EO14014
DWE, Aung Lin	BURMA-EO14014
CANCRI GEMS & JEWELLERY CO., LTD.	BURMA-EO14014
RIVERA VARELA, Carlos Andres	SDNTK] [SDGT] [ILLICIT-DRUGS-EO14059
GUDINO HARO, Francisco Javier	SDNTK] [SDGT] [ILLICIT-DRUGS-EO14059
MONTERO PINZON, Julio Cesar	SDGT] [ILLICIT-DRUGS-EO14059
AGRICOLA COSTA ALEGRE S.P.R. DE R.L.	SDNTK
FLORES SILVA, Audias	SDNTK] [SDGT] [ILLICIT-DRUGS-EO14059
AL ASIRI, Ahmad Hassan Mohammed	GLOMAG
ASSOCIATION FOR FREE RESEARCH AND INTERNATIONAL COOPERATION	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
INTERNATIONAL ANTICRISIS CENTER	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
BYCHKOV, Pyotr Aleksandrovich	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
AFANASYEVA, Yulia Andreevna	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
TYURIN, Denis Valeriyevich	NPWMD] [CYBER2] [CAATSA - RUSSIA
INFOROS, OOO	NPWMD] [CYBER2] [CAATSA - RUSSIA
IA INFOROS, OOO	NPWMD] [CYBER2] [CAATSA - RUSSIA
TUN, Moe Myint	BURMA-EO14014
KYAW, Maung Maung	BURMA-EO14014
RAPID INTERVENTION FORCE	GLOMAG
ALSHAER, Saleh Mesfer	YEMEN
AL-GHAMARI, Muhammad Abd Al-Karim	YEMEN
AL-SA'ADI, Mansur	YEMEN
AL-HAMZI, Ahmad	YEMEN
THE FOUNDATION FOR NATIONAL VALUES PROTECTION	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
SOUTHFRONT	NPWMD] [CYBER2] [ELECTION-EO13848
THE STRATEGIC CULTURE FOUNDATION	ELECTION-EO13848
KRASNOV, Igor Victorovich	UKRAINE-EO13661] [RUSSIA-EO14024
KALASHNIKOV, Alexander Petrovich	UKRAINE-EO13661
KILIMNIK, Konstantin Viktorovich	UKRAINE-EO13660] [ELECTION-EO13848
TRANS LOGISTIK, OOO	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
PRIBYSHIN, Taras Kirillovich	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
OOO YUNIDZHET	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
OOO ALKON	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
STEPANOV, Artem Nikolaevich	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848] [RUSSIA-EO14024
ZUEVA, Mariya Evgenevna	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
SHCHERBAKOV, Kirill Konstantinovich	UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
BUSTAMANTE PUERTA, Dinorah Yoselin	VENEZUELA
SONE, Aung Pyae	BURMA-EO14014
MON, Khin Thiri Thet	BURMA-EO14014
THE YANGON RESTAURANT	BURMA-EO14014
A & M MAHAR COMPANY LIMITED	BURMA-EO14014
SKY ONE CONSTRUCTION COMPANY LIMITED	BURMA-EO14014
THE YANGON GALLERY	BURMA-EO14014
EVERFIT COMPANY LIMITED	BURMA-EO14014
SEVENTH SENSE COMPANY LIMITED	BURMA-EO14014
ISLAMIC STATE OF IRAQ AND SYRIA - MOZAMBIQUE	FTO] [SDGT
HASSAN, Abu Yasir	SDGT
AKTSIONERNOE OBSHCHESTVO PASIT	RUSSIA-EO14024
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU NEOBIT	NPWMD] [CYBER2] [CAATSA - RUSSIA] [RUSSIA-EO14024
FEDERAL STATE AUTONOMOUS SCIENTIFIC ESTABLISHMENT SCIENTIFIC RESEARCH INSTITUTE SPECIALIZED SECURITY COMPUTING DEVICES AND AUTOMATION	RUSSIA-EO14024
NEWSFRONT	NPWMD] [CYBER2] [CAATSA - RUSSIA] [ELECTION-EO13848
FEDERAL STATE AUTONOMOUS INSTITUTION MILITARY INNOVATIVE TECHNOPOLIS ERA	RUSSIA-EO14024
DOLGOPOLOV, Andrey Nikolayevich	UKRAINE-EO13685
AKTSIONERNOE OBSHCHESTVO POZITIV TEKNOLODZHIZ	NPWMD] [CYBER2] [CAATSA - RUSSIA] [RUSSIA-EO14024
BELOUSOV, Mikhail Nikolaevich	UKRAINE-EO13685
MOZHELYANSKIY, Viktor Anatolyevich	UKRAINE-EO13685
77TH LIGHT INFANTRY DIVISION OF THE BURMESE ARMY	BURMA-EO14014
HLAING, Than	BURMA-EO14014
WANG, Junzheng	GLOMAG
CHEN, Mingguo	GLOMAG
SOE, Aung	BURMA-EO14014
MYANMAR ECONOMIC CORPORATION LIMITED	BURMA-EO14014
MYANMA ECONOMIC HOLDINGS PUBLIC COMPANY LIMITED	BURMA-EO14014
REYES RAMIREZ, Leonardo Ovidio	NICARAGUA
ORTEGA MURILLO, Camila Antonia	NICARAGUA
RODRIGUEZ BALLADARES, Julio Modesto	NICARAGUA
KULINICH, Larisa Vitalievna	UKRAINE-EO13660
FEDERAL GOVERNMENT INSTITUTION PRETRIAL DETENTION CENTER NO 1 OF THE DIRECTORATE OF THE FEDERAL PENITENTIARY SERVICE FOR THE REPUBLIC OF CRIMEA AND SEVASTOPOL	UKRAINE-EO13685
MIKHAILIUK, Leonid	UKRAINE-EO13660
KARANDA, Pavel Leonidovich	UKRAINE-EO13660
RYZHENKIN, Leonid Kronidovich	UKRAINE-EO13685
LENPROMTRANSPROYEKT	UKRAINE-EO13685
AKTSIONERNOE OBSHCHESTVO AST	NPWMD] [CYBER2] [CAATSA - RUSSIA] [RUSSIA-EO14024
PRIMEIRO COMANDO DA CAPITAL	FTO] [SDGT] [ILLICIT-DRUGS-EO14059
MYANMA GEMS ENTERPRISE	BURMA-EO14014
PRIGOZHINA, Polina Evgenyevna	RUSSIA-EO14024
PRIGOZHIN, Pavel Evgenyevich	RUSSIA-EO14024
PRIGOZHINA, Lyubov Valentinovna	RUSSIA-EO14024
KARPIANKOU, Mikalai	BELARUS
DIRECTORATE OF INTERNAL AFFAIRS OF THE BREST OBLAST EXECUTIVE COMMITTEE	BELARUS
AKRESTSINA DETENTION CENTER	BELARUS
INTERNAL TROOPS OF THE MINISTRY OF INTERNAL AFFAIRS OF THE REPUBLIC OF BELARUS	BELARUS
MYANMA TIMBER ENTERPRISE	BURMA-EO14014
MYANMAR PEARL ENTERPRISE	BURMA-EO14014
SHAPETSKA, Yauhen Andreevich	BELARUS-EO14038
ALEJOS CAMBARA, Gustavo Adolfo	GLOMAG
ALEJOS LORENZANA, Felipe	GLOMAG
DAHER, Ibrahim Ali	SDGT
YAZBECK, Ahmad Mohamad	SDGT
GHARIB, Abbas Hassan	SDGT
SUBAYTI, Wahid Mahmud	SDGT
NYUNT, Thein	BURMA-EO14014
HARB, Mustafa Habib	SDGT
SWE, Khin Maung	BURMA-EO14014
MAUNG, Mahn Nyein	BURMA-EO14014
NAUNG, Tun Tun	BURMA-EO14014
SOE, Thein	BURMA-EO14014
AKAR, Ezzat Youssef	SDGT
OTHMAN, Hasan Chehadeh	SDGT
NYEIN, Than	BURMA-EO14014
HERMES	RUSSIA-EO14024] [PEESA-EO14039
ANTEY	RUSSIA-EO14024] [PEESA-EO14039
HRYB, Mikhail	BELARUS
MAIN DIRECTORATE FOR COMBATING ORGANIZED CRIME AND CORRUPTION OF THE MVD OF THE REPUBLIC OF BELARUS	BELARUS
SHVED, Andrei Ivanavich	BELARUS
NOVE PARTNERS OOD	GLOMAG
CASTRO RIVERA, Edwin Ramon	NICARAGUA
DARASHENKA, Volha Lieanidawna	BELARUS
GURZHY, Andrei Anatoljevich	BELARUS
KALINOWSKI, Siarhei Aliaksiejevich	BELARUS
SAMARA HEAT AND ENERGY PROPERTY FUND	RUSSIA-EO14024] [PEESA-EO14039
KATSUBA, Sviatlana Piatrowna	BELARUS
